,Movie Name,Movie Id,Review Content,flixter Rating,User Rating,Genre(s),Not A Movie?,Release Date,Production Company
10,Condor's Nest,fdb3160f-5d19-3cd4-a21f-2cc65093ce86,"I saw this film in the theater and loved it. It has a very interesting premise and focuses on events after World War II with a portion that took place during the war. Most of the film is set in South America and features great scenery with some beautiful sets. Its like an adventure revenge film with lots of twists and turns that draws you in and keeps you on your toes. I am not a history buff, but I have read that some Nazi's fled to South America after they lost the war so I wonder if there is some truth behind the premise of the film. The film has great talent with solid acting featuring familiar faces and newcomers.",4.4,4.5,"Action,War",FALSE,2023-01-27,Unknown
11,Condor's Nest,fdb3160f-5d19-3cd4-a21f-2cc65093ce86,It was a great film. I enjoyed it from start to finish.,4.4,5.0,"Action,War",FALSE,2023-01-27,Unknown
12,Condor's Nest,fdb3160f-5d19-3cd4-a21f-2cc65093ce86,"Fun action-thriller movie from beginning to end! Great acting throughout, beautifully shot. Will definitely be watching this a second time.",4.4,5.0,"Action,War",FALSE,2023-01-27,Unknown
13,Condor's Nest,fdb3160f-5d19-3cd4-a21f-2cc65093ce86,Has the ethos of an old western - fun and entertaining!,4.4,4.0,"Action,War",FALSE,2023-01-27,Unknown
14,Condor's Nest,fdb3160f-5d19-3cd4-a21f-2cc65093ce86,"Great fun flick! Action and good acting. Sets are beautiful and the storyline, though a bit crazy and has some holes, is fun to follow and has some real revenge reward! Go see this one!",4.4,5.0,"Action,War",FALSE,2023-01-27,Unknown
15,Somebody I Used To Know,15ef8941-65ce-4e10-b83e-0ccd2597d56f,"""Somebody I Used to Know"" is a sweet and honest addition to the romantic comedy genre. This movie definitely leans more into the dramatic side, but I think it comes from a place of honesty and is told with many humorous moments. The characters make plenty of mistakes but I think it makes them feel more genuine. I respected the ending of the movie went with and think it is something most young people reflecting on the people we used to know when we were younger can connect with. Overall, it is a charming movie that hits some familiar genre beats, but also has some sharp writing that gives it a voice of its own.",7.3,3.5,"Romance,Comedy",FALSE,2023-02-10,Unknown
16,Somebody I Used To Know,15ef8941-65ce-4e10-b83e-0ccd2597d56f,A woefully unfunny script sinks  great work from its star.,7.3,1.0,"Romance,Comedy",FALSE,2023-02-10,Unknown
17,Somebody I Used To Know,15ef8941-65ce-4e10-b83e-0ccd2597d56f,A very enjoyable movie. Great acting. Great little twists. ,7.3,4.0,"Romance,Comedy",FALSE,2023-02-10,Unknown
18,Somebody I Used To Know,15ef8941-65ce-4e10-b83e-0ccd2597d56f,More Alison Brie and Danny Pudi on my screen please!!!,7.3,4.5,"Romance,Comedy",FALSE,2023-02-10,Unknown
19,Somebody I Used To Know,15ef8941-65ce-4e10-b83e-0ccd2597d56f,"Top-tier romcom! 
No doubt will watch it again",7.3,5.0,"Romance,Comedy",FALSE,2023-02-10,Unknown
20,Somebody I Used To Know,15ef8941-65ce-4e10-b83e-0ccd2597d56f,"This film is truly a drama, romance, and striking comedy. Fantastic cast, storyline, and one of the better movies I've seen recently.",7.3,5.0,"Romance,Comedy",FALSE,2023-02-10,Unknown
21,Somebody I Used To Know,15ef8941-65ce-4e10-b83e-0ccd2597d56f,"Dave Franco and Alison Brie has done it again! Along with the rest of the cast, they were all amazing. They swerved some of the usual tropes and the ending was very nice.",7.3,4.5,"Romance,Comedy",FALSE,2023-02-10,Unknown
22,Somebody I Used To Know,15ef8941-65ce-4e10-b83e-0ccd2597d56f,A few friends recommended this one. It's a smarter version of what you might think,7.3,4.0,"Romance,Comedy",FALSE,2023-02-10,Unknown
23,Somebody I Used To Know,15ef8941-65ce-4e10-b83e-0ccd2597d56f,"More drama than comedy, but not in a bad way! I really loved it",7.3,4.5,"Romance,Comedy",FALSE,2023-02-10,Unknown
24,Somebody I Used To Know,15ef8941-65ce-4e10-b83e-0ccd2597d56f,Worst movie ever! Story is too cliche,7.3,0.5,"Romance,Comedy",FALSE,2023-02-10,Unknown
25,Somebody I Used To Know,15ef8941-65ce-4e10-b83e-0ccd2597d56f,Alison Brie is a treasure. Put her in everything!,7.3,5.0,"Romance,Comedy",FALSE,2023-02-10,Unknown
26,Somebody I Used To Know,15ef8941-65ce-4e10-b83e-0ccd2597d56f,A fun story that has some twists and turns. Definitely worth a watch!,7.3,4.0,"Romance,Comedy",FALSE,2023-02-10,Unknown
27,Somebody I Used To Know,15ef8941-65ce-4e10-b83e-0ccd2597d56f,My girlfriend wanted to watch this and I ended up really getting sucked in. It's a fun ride and I loved all the actors. Great ensemble,7.3,4.0,"Romance,Comedy",FALSE,2023-02-10,Unknown
28,Somebody I Used To Know,15ef8941-65ce-4e10-b83e-0ccd2597d56f,Every word out of Haley Joel osment's mouth had me on the floor! Two very big thumbs up!,7.3,4.5,"Romance,Comedy",FALSE,2023-02-10,Unknown
29,Somebody I Used To Know,15ef8941-65ce-4e10-b83e-0ccd2597d56f,"It was almost unwatchable from the beginning.  So predictable and boring.  Too bad because there was a great cast, but the story line, oof.",7.3,0.5,"Romance,Comedy",FALSE,2023-02-10,Unknown
30,Somebody I Used To Know,15ef8941-65ce-4e10-b83e-0ccd2597d56f,It was a fun movie. I enjoyed watching it,7.3,3.5,"Romance,Comedy",FALSE,2023-02-10,Unknown
31,Somebody I Used To Know,15ef8941-65ce-4e10-b83e-0ccd2597d56f,"I don't normally watch romcoms, but I actually really enjoyed this. Definite recommend",7.3,5.0,"Romance,Comedy",FALSE,2023-02-10,Unknown
32,Somebody I Used To Know,15ef8941-65ce-4e10-b83e-0ccd2597d56f,This is one of the stupidest movies I've ever seen. Run away as fast as you can.,7.3,0.5,"Romance,Comedy",FALSE,2023-02-10,Unknown
33,Somebody I Used To Know,15ef8941-65ce-4e10-b83e-0ccd2597d56f,"Filme gostoso para passar o tempo! Drama e comédia na medida certa. Recomendo!
Ps: Os personagens coadjuvantes dão um show!",7.3,3.0,"Romance,Comedy",FALSE,2023-02-10,Unknown
34,Somebody I Used To Know,15ef8941-65ce-4e10-b83e-0ccd2597d56f,"Somebody I Used to Know is a pleasantly funny, quite enjoyable romantic comedy. No world breaker but a very nice way to pass the time. Ally is a TV reality show producer. When her previously successful show gets cancelled she decides to return home to Washington state for a reset. There she meets Sean, who she was in strong relationship with many years ago. They instantly click again and Ally thinks they might be able to get together again. But the next day she finds out he is actually engaged to Cassidy. So ensues a dilemma for Ally as deep down she wants to stop the marriage but doesn't know how. She also gets to know Cassidy and like her as she reminds her of herself many years ago. It makes for many awkward situations and back and forth as the film navigates the perils of love. It's all fairly entertaining without any real weight. But it's worth a watch alone for the presence of Alison Brie as Ally. Her sweetness and humour are always a winning combination.",7.3,3.5,"Romance,Comedy",FALSE,2023-02-10,Unknown
35,A Little White Lie,60fa571c-eb93-344b-9dd4-6c42620bf6ae,"I only watched this movie because they filmed at the university of Redlands which I just recently graduated from. It was fun seeing all the school buildings and campus I once walked through. The movie overall was not great. Script bad, plot bad. At times humorous",3.4,2.5,Comedy,FALSE,2023-03-03,Unknown
36,A Little White Lie,60fa571c-eb93-344b-9dd4-6c42620bf6ae,"A fun, escapist romp, if you're looking for light hearted diversion. Or if you've ever wondered where the mysterious JD Salinger might have felt safe enough to make an appearance! Some small out of the way college maybe?",3.4,4.0,Comedy,FALSE,2023-03-03,Unknown
37,A Little White Lie,60fa571c-eb93-344b-9dd4-6c42620bf6ae,"I don't understand some of the reviews for this film. It strikes me as more of a European than an American film, something beyond logic, definitely NOT a rom-com.  I can see that it was marketed that way, but there's no evidence for intention. Really solid performances from Michael Shannon, Kate Hudson, Don Johnson, Jimmi Simpson and the rest of the supporting cast. I was hooked from the first frame.",3.4,4.0,Comedy,FALSE,2023-03-03,Unknown
38,A Little White Lie,60fa571c-eb93-344b-9dd4-6c42620bf6ae,I really enjoyed the movie! What a great cast! The setting and locations used in the movie were outstanding and I loved the scenes that displayed the beautiful University of Redlands campus and other locations in Redlands! I saw the movie in a theater and look forward to seeing it again on tv!,3.4,5.0,Comedy,FALSE,2023-03-03,Unknown
39,A Little White Lie,60fa571c-eb93-344b-9dd4-6c42620bf6ae,"This is a beautifully poignant and comedic tale about insecurity, representation, and trust, a trust we must have in each other as writers, humans, and more importantly, a trust we must learn to have for ourselves.",3.4,5.0,Comedy,FALSE,2023-03-03,Unknown
40,A Little White Lie,60fa571c-eb93-344b-9dd4-6c42620bf6ae,This is a charming movie.  Funny and poignant.  Michael Shannon and Kate Hudson are really sweet together.  And the plot is a clever rumination about celebrity and the literary world today.  Don Johnson is very good too!,3.4,5.0,Comedy,FALSE,2023-03-03,Unknown
41,A Little White Lie,60fa571c-eb93-344b-9dd4-6c42620bf6ae,"This small, intimate movie is going to play way better streaming on one's home screen than in a theater. It's a film of moments, small kernels of craft from a good, talented cast, meant to be savored from the pillowed cushions of one's own couch.

Michael Shannon as the main character Shriver, provides a perfect example when he's asked to read aloud from GOAT, the masterpiece he's pretending to have written, by Kate Hudson's character, Prof. Simone Cleary. Trapped, he haltingly begins, but as the text's scansion sinks in, he shifts from a halting undifferentiated reading to one filled with meaning and rhythm, as if he's finally accessed his real self. 

That's what good, small movies do. They offer the intimacy of craft usually lost in the bluster of bigger films.",3.4,3.5,Comedy,FALSE,2023-03-03,Unknown
42,A Little White Lie,60fa571c-eb93-344b-9dd4-6c42620bf6ae,"A wonderfully written and directed movie with an amazing performance from Michael Shannon. A funny, meaningful must-watch!",3.4,5.0,Comedy,FALSE,2023-03-03,Unknown
43,A Little White Lie,60fa571c-eb93-344b-9dd4-6c42620bf6ae,"This was a really fun and clever watch-- very literary and quirky. Shannon delivered, also loved Kate Hudson in it. The story kept me guessing until the end, + some good laughs. Worth the watch!",3.4,5.0,Comedy,FALSE,2023-03-03,Unknown
44,A Little White Lie,60fa571c-eb93-344b-9dd4-6c42620bf6ae,"Terrible soundtrack. Shows how poor the story delivery is.
Why are so many comedies not natural in what people would really do. 
Movies are getting so processed now. This is one of them that totally misses the point.",3.4,2.0,Comedy,FALSE,2023-03-03,Unknown
45,A Little White Lie,60fa571c-eb93-344b-9dd4-6c42620bf6ae,"This is a quiet, humorous movie with a good bit of pathos that takes us into the world of academic nutballs at a literary conference, where the longings and missed opportunities portrayed are sometimes very close to home. The actors are perfect. It's cathartic to be on this bittersweet romp with them.",3.4,5.0,Comedy,FALSE,2023-03-03,Unknown
46,A Little White Lie,60fa571c-eb93-344b-9dd4-6c42620bf6ae,"I loved this film, though some of the comedy had a bit of an inside-joke feel to it. Still, the world of literary ambition (or any ambition) came across. The humor is more droll than bust-a-gut funny, which I like. Kate Hudson is just incredible in it. The best thing I've seen her do, perhaps it was going toe-to-to with the great Michael Shannon. Or maybe the directing. It doesn't matter. The supporting cast was perfect. Da'Vine Joy Randolph was funny and perfect.  I loved the young woman who played the hotel clerk. Her facial expressions along were priceless. And the scene where Shannon as Shriver seduces Kate Hudson's Simone with literature was my favorite moment in the movie. Yes, Michael Shannon can just read something and steal the show.",3.4,4.5,Comedy,FALSE,2023-03-03,Unknown
47,A Little White Lie,60fa571c-eb93-344b-9dd4-6c42620bf6ae,I enjoyed the movie for its humor and story line. I will be seeing the movie again.😉,3.4,5.0,Comedy,FALSE,2023-03-03,Unknown
48,A Little White Lie,60fa571c-eb93-344b-9dd4-6c42620bf6ae,"As Shriver appears to be a handyman masquerading as an author, this is an art film masquerading as a rom-com. As Shriver morphs into a writer this film becomes a subversive take on the genre of mistaken identity comedies. The whole thing unwinds at the end with Shakespearean brilliance.",3.4,5.0,Comedy,FALSE,2023-03-03,Unknown
49,A Little White Lie,60fa571c-eb93-344b-9dd4-6c42620bf6ae,"Funny, romantic, and featuring great performances by Kate Hudson, Michael Shannon, and others, this is a terrific evening at the theatre. Though it's only director and screenwriter Michael Maren's second movie, and production was reportedly plagued by health issues and the Covid pandemic, Maren scores where so many veteran filmmakers have failed this year with their bloated, pretentious productions. The good humor of this fable means that some of its more pointed digs land before you quite realize it, but that makes it all the better.",3.4,5.0,Comedy,FALSE,2023-03-03,Unknown
50,A Little White Lie,60fa571c-eb93-344b-9dd4-6c42620bf6ae,I thought it was very funny and engaging. I loved the story line and the cast was wonderful. It didn't drag at all. I highly recommend it,3.4,5.0,Comedy,FALSE,2023-03-03,Unknown
51,A Little White Lie,60fa571c-eb93-344b-9dd4-6c42620bf6ae,"Full disclosure I went to grad school with the book's author Chris Belden. I read his manuscript ""Shriver"" there and loved it. Having his book brought to life with Kate Hudson as lead was truly amazing. Especially cool was the way the movie director put author Chris in a cameo as a guitar-playing Shriver fan. Michael Shannon did a great job as Shriver and I've been a fan of Zach Braff since Scrubs and Don Johnson since Miami Vice, so A+ on the casting. If you're looking for intelligent drama, romance, dashes of comedy, and a twist ending, this is it. If you want an overdose of CGI, 3-D, or lots of things blowing up, this movie won't be for you. Was happy to see this movie on day 2 of its release. Cheers!",3.4,5.0,Comedy,FALSE,2023-03-03,Unknown
52,A Little White Lie,60fa571c-eb93-344b-9dd4-6c42620bf6ae,"I loved it... Throughout provoking and entertaining, A Little White Lie explores reality (fact) vs imagination (fiction) and how we all evaluate or ignore the ingrained imposter syndrome that confronts us all at one moment or another. Great directing by Michael Maren beings the characters to life and Kate Hudson and Michael Shannon have a subtle yet yearning chemistry. Don't miss this movie!",3.4,4.5,Comedy,FALSE,2023-03-03,Unknown
53,A Little White Lie,60fa571c-eb93-344b-9dd4-6c42620bf6ae,"amazing performances, clever writing, funnier than expected.",3.4,5.0,Comedy,FALSE,2023-03-03,Unknown
54,A Little White Lie,60fa571c-eb93-344b-9dd4-6c42620bf6ae,"Loved it. Smart, funny, and Shannon leads a great cast.",3.4,5.0,Comedy,FALSE,2023-03-03,Unknown
55,A Good Person,e57b77db-b166-41f4-88b7-48601fd7cffe,"THE CRITICS ARE WRONG ON THIS ONE
Like Life

This movie is a funny…brutal and heartbreaking film, anchored with fantastic and emotionally devastating performances by Florence Pugh and Morgan Freeman, that forces us to confront our grief our fate our mistakes and the consequences of those mistakes  but also leaves you with an offer of hope. Bring tissues",5.3,5.0,Drama,FALSE,2023-03-24,Unknown
56,A Good Person,e57b77db-b166-41f4-88b7-48601fd7cffe,"I came in expecting great performances from Morgan Freeman and Florence Pugh and I was not disappointed. Zach Braff's script hit home for me having been around addiction my whole life, he got the nuances correct even with throwing in the trope of rummaging under the sink for old pill bottles (it's a trope for a reason) and the hidden bottle of whiskey in the china cabinet (my dad hid vodka). It can be a bit triggering if you grew up in that world - hence Braff getting the script right. Molly Shannon was perfect on pushing the buttons of all enablers who think they are helping, and played the part teetering on the truth edge of annoying. But the love within and throughout the movie drives the story. Well done to the amazing cast. Well done Zach. I'll be watching this again!",5.3,5.0,Drama,FALSE,2023-03-24,Unknown
57,A Good Person,e57b77db-b166-41f4-88b7-48601fd7cffe,Halfway thru this movie I stopped and looked at my daughter and said wow the acting in this movie is amazing I loved how the movie wasn't predictable great story great emotion,5.3,4.5,Drama,FALSE,2023-03-24,Unknown
58,A Good Person,e57b77db-b166-41f4-88b7-48601fd7cffe,"This is the most beautiful movie about someone surviving a tragic event, struggling to fight through the pain, and ultimately trying to become a better person because of it. Its a must see.",5.3,5.0,Drama,FALSE,2023-03-24,Unknown
59,A Good Person,e57b77db-b166-41f4-88b7-48601fd7cffe,"So realistic.  It felt like you were part of the main character. Zach Braff did a phenomenal job at producing this very well made film about love, tragedy, addiction , heartbreak and forgiveness.",5.3,5.0,Drama,FALSE,2023-03-24,Unknown
60,A Good Person,e57b77db-b166-41f4-88b7-48601fd7cffe,"It was a great movie, I loved every minute of it. Lots of good with a little dysfunction and a whole lot of forgiveness, highly recommend!",5.3,4.5,Drama,FALSE,2023-03-24,Unknown
61,A Good Person,e57b77db-b166-41f4-88b7-48601fd7cffe,It was an absolutely gripping and heartbreaking movie. Some of the scenarios may not really happen in life but it was well executed and the acting was incredible by all.,5.3,5.0,Drama,FALSE,2023-03-24,Unknown
62,A Good Person,e57b77db-b166-41f4-88b7-48601fd7cffe,Such a beautiful movie. Beautifully moving and written so well. Cried my eyes out. 10/10 definitely recommend.,5.3,5.0,Drama,FALSE,2023-03-24,Unknown
63,A Good Person,e57b77db-b166-41f4-88b7-48601fd7cffe,The touch of humanism thats needed in todays world. Loved it!,5.3,5.0,Drama,FALSE,2023-03-24,Unknown
64,A Good Person,e57b77db-b166-41f4-88b7-48601fd7cffe,"Ignore the critics (they tend to be overly in love with themselves). The movie was a smidge contrived but really good, Interesting and well done. I even cried a little (more than a little). Florence is outstanding (although she could do a Burger King commercial and her performance would be Oscar worthy). Again...ignore the critics.",5.3,4.0,Drama,FALSE,2023-03-24,Unknown
65,A Good Person,e57b77db-b166-41f4-88b7-48601fd7cffe,this was inspirational and beautiful,5.3,5.0,Drama,FALSE,2023-03-24,Unknown
66,A Good Person,e57b77db-b166-41f4-88b7-48601fd7cffe,"""A Good Person"" is a good movie. Florence Pugh has come a long way from ""Fighting with My Family"". This is one of the best performances I've seen her do. She even manages to steal the scenes acting opposite of Morgan Freeman. If you get a chance I recommend seeing this movie.",5.3,4.0,Drama,FALSE,2023-03-24,Unknown
67,A Good Person,e57b77db-b166-41f4-88b7-48601fd7cffe,This is one of the best movies I've seen in years. Thank you for depicting recovery and the grieving process in a real way. I can't wait to see it again.,5.3,5.0,Drama,FALSE,2023-03-24,Unknown
68,A Good Person,e57b77db-b166-41f4-88b7-48601fd7cffe,It was very human and real,5.3,4.0,Drama,FALSE,2023-03-24,Unknown
69,A Good Person,e57b77db-b166-41f4-88b7-48601fd7cffe,"Loved it. As usual, Morgan Freeman was amazing! The young lady that was a singer performed greate also",5.3,5.0,Drama,FALSE,2023-03-24,Unknown
70,A Good Person,e57b77db-b166-41f4-88b7-48601fd7cffe,Please see this movie!! It’s beautiful and well written and I hope Florence Pugh is remembered at Oscar time!,5.3,5.0,Drama,FALSE,2023-03-24,Unknown
71,A Good Person,e57b77db-b166-41f4-88b7-48601fd7cffe,Florence was just amazing in every way! This movie should be a must see for everyone.,5.3,5.0,Drama,FALSE,2023-03-24,Unknown
72,A Good Person,e57b77db-b166-41f4-88b7-48601fd7cffe,"A little too much of Florence Pugh in this film, she’s almost in every frame. Obviously the director was obsessed. Unfortunately we miss out on learning more about her mom, Molly Shannon and friend, Morgan Freeman who’s characters did not get the time to be developed more.",5.3,1.0,Drama,FALSE,2023-03-24,Unknown
73,A Good Person,e57b77db-b166-41f4-88b7-48601fd7cffe,"acting, directing, storytelling, music",5.3,5.0,Drama,FALSE,2023-03-24,Unknown
74,A Good Person,e57b77db-b166-41f4-88b7-48601fd7cffe,Fantastic! Emotional! Great movie’,5.3,5.0,Drama,FALSE,2023-03-24,Unknown
75,Sh*t Saves the World,3466f38b-c3cd-3111-aeb3-79e5a45f22b0,The greatest 01 hour: and 10 minutes ever!!!!!!!!!!!! A real documentary!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!,5.0,5.0,"Documentary,Comedy",FALSE,2022-07-05,Unknown
76,The Magician's Elephant,83483101-e8dd-3d83-b806-640a27a688d9,"This is great example of good script overcoming other short comings. In this case, The Magicians Elephant looks like so many other Netflix animated CGI films, but the movie has some wonderful character moments and great voice acting performances that elevates it above the others.

I'm not sure how would stand up to multiple viewings but kudos to the writers.",6.6,4.0,"Kids & Family,Adventure,Animation",FALSE,2023-03-10,Unknown
77,The Magician's Elephant,83483101-e8dd-3d83-b806-640a27a688d9,"The movie it's very simple, without any further world building, however it doesn't get away from the plot. It shows the importance of don't stop believing, even if it seems impossible. It's a good Netflix's adaptation based on a book, I recommend it if you want just a casual movie.",6.6,3.5,"Kids & Family,Adventure,Animation",FALSE,2023-03-10,Unknown
78,The Magician's Elephant,83483101-e8dd-3d83-b806-640a27a688d9,"The film is very beautiful visually, but it could have been more colorful - showing us different and unique places.  The story is interesting, but not very daring - it's totally stuck in the main narrative.  Some themes needed more depth, but the plot is entertaining.  As much as it was not very creative, it was a pleasant experience and left an extremely positive balance.  The moral lesson is very well crafted, always reminding us how we must never lose hope, regardless of the challenge.",6.6,4.0,"Kids & Family,Adventure,Animation",FALSE,2023-03-10,Unknown
79,The Magician's Elephant,83483101-e8dd-3d83-b806-640a27a688d9,"I enjoyed this movie , emotions hit at perfect moments and overall a new fantastic movie",6.6,3.5,"Kids & Family,Adventure,Animation",FALSE,2023-03-10,Unknown
80,The Magician's Elephant,83483101-e8dd-3d83-b806-640a27a688d9,heart warming :) thumbs up,6.6,5.0,"Kids & Family,Adventure,Animation",FALSE,2023-03-10,Unknown
81,The Magician's Elephant,83483101-e8dd-3d83-b806-640a27a688d9,This movie had no right to be this good. The amount of character development in such tiny moments... Loved it.,6.6,5.0,"Kids & Family,Adventure,Animation",FALSE,2023-03-10,Unknown
82,The Magician's Elephant,83483101-e8dd-3d83-b806-640a27a688d9,The most wholesome and heartfelt film I have watched in a long time. Combined with the beautiful animation style it results in a fantastic viewing experience.,6.6,5.0,"Kids & Family,Adventure,Animation",FALSE,2023-03-10,Unknown
83,The Magician's Elephant,83483101-e8dd-3d83-b806-640a27a688d9,"I so love All NETFLIX's movies, animations, and Tv series. it's perfect.",6.6,5.0,"Kids & Family,Adventure,Animation",FALSE,2023-03-10,Unknown
84,The Magician's Elephant,83483101-e8dd-3d83-b806-640a27a688d9,"This film was totally charming, both in the story and the artwork.  The characters were  funny and delightful and the town was beautifully drawn and colorful.",6.6,5.0,"Kids & Family,Adventure,Animation",FALSE,2023-03-10,Unknown
85,The Magician's Elephant,83483101-e8dd-3d83-b806-640a27a688d9,It's a good way to occupy the kids...The colors are very nice and the background looks like a beautiful watercolor painting. The acting is very competent and although the story is okay it is not exactly spellbinding. All-in-all it's just a movie to keep the kids out of your hair for an hour-and-a-half.,6.6,3.5,"Kids & Family,Adventure,Animation",FALSE,2023-03-10,Unknown
86,The Magician's Elephant,83483101-e8dd-3d83-b806-640a27a688d9,Poorly written story/dialogue,6.6,1.5,"Kids & Family,Adventure,Animation",FALSE,2023-03-10,Unknown
87,The Magician's Elephant,83483101-e8dd-3d83-b806-640a27a688d9,A great and original movie with a colorful character development and an interesting story. I loved every bit of it.,6.6,5.0,"Kids & Family,Adventure,Animation",FALSE,2023-03-10,Unknown
88,The Magician's Elephant,83483101-e8dd-3d83-b806-640a27a688d9,This movie contains the most important message we can give our children - to have faith that you can accomplish your dreams.,6.6,5.0,"Kids & Family,Adventure,Animation",FALSE,2023-03-10,Unknown
89,The Magician's Elephant,83483101-e8dd-3d83-b806-640a27a688d9,The best family animated film of the year; one of the best to come out in years. Beautiful to watch! Engaging story line. Great values for kids and adults alike.,6.6,5.0,"Kids & Family,Adventure,Animation",FALSE,2023-03-10,Unknown
90,The Magician's Elephant,83483101-e8dd-3d83-b806-640a27a688d9,"I liked this movie. The concept isn't extremely unique or anything, but I still found it enjoyable. Visually I think this movie is great, I love the art style and character designs, which do stand out from a lot of other recent animated movies. Overall nothing groundbreaking but still fun to watch with a nice enough message",6.6,4.0,"Kids & Family,Adventure,Animation",FALSE,2023-03-10,Unknown
91,The Magician's Elephant,83483101-e8dd-3d83-b806-640a27a688d9,I enjoyed this film. I guess a middle aged + guy that still enjoys a little bit of magic and escapism away from the daily cynicism and harsh reality of life !,6.6,4.0,"Kids & Family,Adventure,Animation",FALSE,2023-03-10,Unknown
92,The Magician's Elephant,83483101-e8dd-3d83-b806-640a27a688d9,"This movie is both charming and moving. I also love the book, and wouldn't have guessed it could be successfully adapted—but it was. 

If you don't know the book, you won't guess where it's going. Ultimately it goes to some very deep themes. I recommend this for all ages, and especially for parents to watch with their children.",6.6,5.0,"Kids & Family,Adventure,Animation",FALSE,2023-03-10,Unknown
93,The Magician's Elephant,83483101-e8dd-3d83-b806-640a27a688d9,"Heart-felt and absolutely Beautiful! A captivating story, with a important message about resilience, hope and defying the odds. Just as fun for kids and adults alike. A must see!",6.6,5.0,"Kids & Family,Adventure,Animation",FALSE,2023-03-10,Unknown
